name,city,source,link,min_salary,max_salary,currency
Дворник,Калининград,HH.RU,https://hh.ru/vacancy/42724799?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,20000.0,руб.
Дворник-разнорабочий,Барнаул,HH.RU,https://hh.ru/vacancy/37744545?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,14500.0,,руб.
Уборщица/Уборщик квартир в Москве,Москва,HH.RU,https://hh.ru/vacancy/42857098?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,50000.0,70000.0,руб.
Уборщица (уборщик)/Клинер,Нур-Султан,HH.RU,https://hh.ru/vacancy/42830549?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных помещений,Набережные Челны,HH.RU,https://hh.ru/vacancy/42792104?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,24000.0,24000.0,руб.
Горничная,Новосибирск,HH.RU,https://hh.ru/vacancy/42820324?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,37000.0,,руб.
Уборщица/уборщик производственных помещений (Сервисный центр),Тюмень,HH.RU,https://hh.ru/vacancy/42791498?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,22000.0,руб.
Уборщик/уборщица,Ступино,HH.RU,https://hh.ru/vacancy/42837888?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,40000.0,руб.
Дворник-разнорабочий,Омск,HH.RU,https://hh.ru/vacancy/42754107?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,15700.0,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/42585363?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,28500.0,42000.0,руб.
Уборщица - посудомойщица/Уборщик - посудомойщик (аэропорт Домодедово),Егорьевск,HH.RU,https://hh.ru/vacancy/42870459?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщица/уборщик служебных помещений,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42739036?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица / уборщик,Тверь,HH.RU,https://hh.ru/vacancy/42775753?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,27000.0,руб.
Уборщик служебных помещений,Москва,HH.RU,https://hh.ru/vacancy/42734647?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,21602.0,,руб.
Уборщик / уборщица,Владимир,HH.RU,https://hh.ru/vacancy/42809637?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,28200.0,,руб.
Уборщица/уборщик,Москва,HH.RU,https://hh.ru/vacancy/42765191?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,42000.0,,руб.
Уборщица/уборщик,Видное,HH.RU,https://hh.ru/vacancy/42866465?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,30000.0,руб.
Мойщик посуды(уборщица/уборщик),Зеленоград,HH.RU,https://hh.ru/vacancy/42841691?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,,руб.
Уборщик служебных помещений,Новосибирск,HH.RU,https://hh.ru/vacancy/42679236?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,27000.0,30000.0,руб.
Уборщик производственных и служебных помещений,Благовещенск (Амурская область),HH.RU,https://hh.ru/vacancy/42796343?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Уборщица/уборщик,Воронеж,HH.RU,https://hh.ru/vacancy/42870624?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщик служебных помещений,Набережные Челны,HH.RU,https://hh.ru/vacancy/42793491?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10000.0,12000.0,руб.
Уборщица / Уборщик,Брест,HH.RU,https://hh.ru/vacancy/42838850?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик помещений,Хабаровск,HH.RU,https://hh.ru/vacancy/42790010?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,21000.0,руб.
Горничная,Тюмень,HH.RU,https://hh.ru/vacancy/42866018?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Клинер (профессиональная уборка),Хабаровск,HH.RU,https://hh.ru/vacancy/42820955?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица - посудомойщица/Уборщик - посудомойщик (аэропорт Домодедово),Воскресенск,HH.RU,https://hh.ru/vacancy/42875922?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщиц/уборщик служебных помещений,Новоалтайск,HH.RU,https://hh.ru/vacancy/42718369?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщица/уборщик в баню,Саранск,HH.RU,https://hh.ru/vacancy/42869987?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,13000.0,руб.
Уборщица/уборщик,Подольск (Московская область),HH.RU,https://hh.ru/vacancy/42842087?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,26000.0,руб.
Уборщиц/уборщик служебных помещений,Барнаул,HH.RU,https://hh.ru/vacancy/42718368?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Горничная,Красногорск,HH.RU,https://hh.ru/vacancy/42883006?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,27000.0,,руб.
Уборщик офисных помещений (м. Спортивная),Москва,HH.RU,https://hh.ru/vacancy/42727337?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13500.0,13500.0,руб.
Уборщик/Уборщица на спортивном объекте,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42703531?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,38000.0,48000.0,руб.
Уборщица/уборщик,Братск,HH.RU,https://hh.ru/vacancy/42680513?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,35000.0,руб.
Горничная,Ялта,HH.RU,https://hh.ru/vacancy/42850414?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,,руб.
Горничная,Нур-Султан,HH.RU,https://hh.ru/vacancy/42878011?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,80000.0,,KZT
Уборщик служебных помещений в Больницу,Екатеринбург,HH.RU,https://hh.ru/vacancy/42793796?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10000.0,20000.0,руб.
Дворник,Нижний Тагил,HH.RU,https://hh.ru/vacancy/42649198?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщик служебных помещений,Пермь,HH.RU,https://hh.ru/vacancy/42825947?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12700.0,,руб.
Уборщик служебных помещений,Нижневартовск,HH.RU,https://hh.ru/vacancy/42752854?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10400.0,,руб.
Уборщица / уборщик,Иркутск,HH.RU,https://hh.ru/vacancy/42827383?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Горничная,Певек,HH.RU,https://hh.ru/vacancy/42820322?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,37000.0,,руб.
Дворник (ст.м.Обводный канал),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42598679?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,25000.0,руб.
Уборщик служебных помещений,Кемерово,HH.RU,https://hh.ru/vacancy/42789691?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,17500.0,,руб.
Дворник (г. Щелково),Щелково,HH.RU,https://hh.ru/vacancy/42688583?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик служебных помещений,Вологда,HH.RU,https://hh.ru/vacancy/42693962?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,8500.0,,руб.
Дворник,Владивосток,HH.RU,https://hh.ru/vacancy/42565638?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,17500.0,руб.
Мойщик-уборщик,Барнаул,HH.RU,https://hh.ru/vacancy/42801995?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,20000.0,руб.
Уборщица / уборщик (в магазин),Липецк,HH.RU,https://hh.ru/vacancy/42869241?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12000.0,,руб.
Уборщица (уборщик),Саратов,HH.RU,https://hh.ru/vacancy/42762374?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,19000.0,,руб.
Уборщик служебных помещений,Минск,HH.RU,https://hh.ru/vacancy/42831985?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,450.0,,бел.руб.
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42804901?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,32500.0,,руб.
Уборщица/Уборщик служебных помещений,Зеленоград,HH.RU,https://hh.ru/vacancy/42777149?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,40000.0,руб.
Уборщик/Уборщица,Пушкин,HH.RU,https://hh.ru/vacancy/41706138?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,3000.0,3000.0,руб.
Уборщица на Чернышевского,Пермь,HH.RU,https://hh.ru/vacancy/42881276?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,4000.0,руб.
Уборщик/Уборщица,Всеволожск,HH.RU,https://hh.ru/vacancy/39649392?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,3500.0,3500.0,руб.
Дворник,Калуга,HH.RU,https://hh.ru/vacancy/42742595?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,21000.0,руб.
Уборщик/дворник,Тамбов,HH.RU,https://hh.ru/vacancy/42691619?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,20000.0,руб.
Уборщица/уборщик офисного помещения,Белгород,HH.RU,https://hh.ru/vacancy/42388812?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,20000.0,руб.
Уборщица/Уборщик офисных помещений,Нижний Новгород,HH.RU,https://hh.ru/vacancy/41896552?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18200.0,18200.0,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/42593033?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Дворник,Орел,HH.RU,https://hh.ru/vacancy/42662303?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,13000.0,руб.
Дворник-уборщица/уборщик,Новокузнецк,HH.RU,https://hh.ru/vacancy/42682348?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,30000.0,руб.
"Уборщица/уборщик в офис, вечер (Широкая речка)",Екатеринбург,HH.RU,https://hh.ru/vacancy/39476198?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12600.0,,руб.
Уборщик производственных помещений,Челябинск,HH.RU,https://hh.ru/vacancy/40693590?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик служебных помещений,Ярославль,HH.RU,https://hh.ru/vacancy/42691591?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,9000.0,,руб.
Уборщица (уборщик)/посудомойщица (посудомойщик),Уфа,HH.RU,https://hh.ru/vacancy/42777280?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,17000.0,руб.
Уборщица (уборщик),Москва,HH.RU,https://hh.ru/vacancy/42564459?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40300.0,,руб.
Старшая горничная,Владимир,HH.RU,https://hh.ru/vacancy/42629348?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,35000.0,руб.
Горничная,Кабардинка,HH.RU,https://hh.ru/vacancy/42675648?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных и служебных помещений,Мурманск,HH.RU,https://hh.ru/vacancy/42801278?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,14000.0,,руб.
"Дворник, Б.Хмельницкого",Симферополь,HH.RU,https://hh.ru/vacancy/42753300?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,16000.0,руб.
Дворник,Волгоград,HH.RU,https://hh.ru/vacancy/42712109?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,22000.0,руб.
Дворник,Екатеринбург,HH.RU,https://hh.ru/vacancy/42415695?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
Уборщица - посудомойщица/уборщик - посудомойщик,Москва,HH.RU,https://hh.ru/vacancy/42843975?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,,руб.
Уборщица/Уборщик,Алматы,HH.RU,https://hh.ru/vacancy/42790443?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Дворник,Пермь,HH.RU,https://hh.ru/vacancy/42222097?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,14000.0,,руб.
"Горничная, Уборщик",Уфа,HH.RU,https://hh.ru/vacancy/42794787?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/Уборщик,Москва,HH.RU,https://hh.ru/vacancy/42504283?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12000.0,,руб.
Уборщица/уборщик в ресторан,Москва,HH.RU,https://hh.ru/vacancy/42769321?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,,руб.
"Уборщик служебных помещений (0,5 ставки)",Курган,HH.RU,https://hh.ru/vacancy/41622999?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,15000.0,руб.
Дворник,Белгород,HH.RU,https://hh.ru/vacancy/42447649?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,17500.0,,руб.
Дворник,Челябинск,HH.RU,https://hh.ru/vacancy/42718845?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12000.0,18000.0,руб.
Уборщик административных помещений,Мурманск,HH.RU,https://hh.ru/vacancy/42807656?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,,руб.
Уборщица/уборщик,Москва,HH.RU,https://hh.ru/vacancy/42765191?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,42000.0,,руб.
Горничная в отель,Москва,HH.RU,https://hh.ru/vacancy/42809036?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,31000.0,33000.0,руб.
Мойщица посуды/уборщица(мойщик посуды/уборщик),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42536605?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,,руб.
Уборщик помещений,Гродно,HH.RU,https://hh.ru/vacancy/41445808?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,450.0,,бел.руб.
Уборщица/уборщик офисных помещений,Екатеринбург,HH.RU,https://hh.ru/vacancy/42642633?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,10000.0,руб.
Уборщик служебных помещений,Москва,HH.RU,https://hh.ru/vacancy/42834719?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик помещений в магазин (ст.м. пл. Ал.Невского),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42755494?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,15000.0,руб.
Уборщица/Уборщик в бутик,Москва,HH.RU,https://hh.ru/vacancy/41044499?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,,руб.
Убощица/Уборщик (Клинер),Москва,HH.RU,https://hh.ru/vacancy/42860177?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,60000.0,руб.
Горничная,Казань,HH.RU,https://hh.ru/vacancy/42365692?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,33000.0,руб.
Менеджер по клинингу (Уборщица/Уборщик),Домодедово,HH.RU,https://hh.ru/vacancy/42783525?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,45000.0,,руб.
Дворник,Мурманск,HH.RU,https://hh.ru/vacancy/41653875?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25595.0,25595.0,руб.
Уборщица/Уборщик в офис (район Пионерский),Екатеринбург,HH.RU,https://hh.ru/vacancy/42258993?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22250.0,22250.0,руб.
Уборщица / Уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42810553?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик служебных помещений,Череповец,HH.RU,https://hh.ru/vacancy/42824928?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,11799.0,11799.0,руб.
Горничная (СПА салон),Самара,HH.RU,https://hh.ru/vacancy/42724236?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Дворник,Калининград,HH.RU,https://hh.ru/vacancy/42717237?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,15000.0,руб.
Разнорабочий/дворник (Казанское шоссе),Нижний Новгород,HH.RU,https://hh.ru/vacancy/40094638?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных помещений,Полярный,HH.RU,https://hh.ru/vacancy/42794003?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,23000.0,,руб.
Уборщик помещений,Нижний Новгород,HH.RU,https://hh.ru/vacancy/42890225?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,17000.0,,руб.
Разнорабочий (дворник)/Мойщик,Красногорск,HH.RU,https://hh.ru/vacancy/42511012?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,45000.0,50000.0,руб.
Уборщик-уборщица / Горничная,Яхрома,HH.RU,https://hh.ru/vacancy/42545656?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик территории,Нижний Новгород,HH.RU,https://hh.ru/vacancy/39843593?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,20000.0,руб.
Уборщица/Уборщик,Новосибирск,HH.RU,https://hh.ru/vacancy/42850300?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,4000.0,4000.0,руб.
Горничная,Чита,HH.RU,https://hh.ru/vacancy/42820323?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,37000.0,,руб.
Старшая горничная,Москва,HH.RU,https://hh.ru/vacancy/42420261?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,55000.0,60000.0,руб.
Уборщик служебных помещений,Барнаул,HH.RU,https://hh.ru/vacancy/42863071?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Старшая уборщица) /(Старший уборщик),Москва,HH.RU,https://hh.ru/vacancy/41903636?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,55000.0,,руб.
Уборщица/уборщик производственных и служебных помещений,Химки,HH.RU,https://hh.ru/vacancy/41429557?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,36000.0,39000.0,руб.
Горничная,Москва,HH.RU,https://hh.ru/vacancy/42505678?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,60000.0,руб.
Уборщик производственных и служебных помещений (Минск),Минск,HH.RU,https://hh.ru/vacancy/42828068?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,200.0,,бел.руб.
Дворник-разнорабочий / Дворник,Рязань,HH.RU,https://hh.ru/vacancy/42757863?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,23000.0,,руб.
Уборщица/Уборщик,Москва,HH.RU,https://hh.ru/vacancy/42476986?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,,руб.
"Уборщик / уборщица в офис, г. Артем",Артем,HH.RU,https://hh.ru/vacancy/42629769?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,5750.0,руб.
Уборщик / Уборщица ( Профсоюзная),Москва,HH.RU,https://hh.ru/vacancy/42386380?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,6000.0,,руб.
Менеджер ресторана (уборщица/уборщик),Москва,HH.RU,https://hh.ru/vacancy/42388300?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных и служебных помещений,Новосибирск,HH.RU,https://hh.ru/vacancy/38805209?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
"Дворник, Б.Хмельницкого",Симферополь,HH.RU,https://hh.ru/vacancy/42753300?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,16000.0,руб.
Уборщик/дворник,Стрельна,HH.RU,https://hh.ru/vacancy/42832928?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,5000.0,41000.0,руб.
Уборщик/Уборщица,Москва,HH.RU,https://hh.ru/vacancy/42885933?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,34000.0,,руб.
Уборщик/Уборщица (Центральный район),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41126385?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,3500.0,11000.0,руб.
Уборщик помещений,Томск,HH.RU,https://hh.ru/vacancy/42758417?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/42780714?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,40000.0,руб.
Уборщик/уборщица,Москва,HH.RU,https://hh.ru/vacancy/42837735?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,50000.0,руб.
Уборщица/Уборщик помещений,Москва,HH.RU,https://hh.ru/vacancy/41121868?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,39000.0,39000.0,руб.
Уборщица / Уборщик производственных помещений,Москва,HH.RU,https://hh.ru/vacancy/42421489?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,45000.0,руб.
Уборщица/Уборщик,Пенза,HH.RU,https://hh.ru/vacancy/42671543?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,13000.0,руб.
Уборщик помещений,Воронеж,HH.RU,https://hh.ru/vacancy/42868381?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15600.0,,руб.
Уборщик территории,Новокузнецк,HH.RU,https://hh.ru/vacancy/42345074?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,20000.0,руб.
Уборщик производственных и служебных помещений,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42815460?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,27000.0,руб.
Уборщик территории,Абакан,HH.RU,https://hh.ru/vacancy/42867356?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12000.0,,руб.
Уборщик служебных помещений,Москва,HH.RU,https://hh.ru/vacancy/41468595?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,,руб.
Уборщик служебных помещений,Мурино,HH.RU,https://hh.ru/vacancy/41747302?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,21000.0,руб.
Горничная,Казань,HH.RU,https://hh.ru/vacancy/42365692?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,33000.0,руб.
Уборщик производственных и служебных помещений,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41006448?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,19000.0,,руб.
Уборщица/уборщик в аптеку,Москва,HH.RU,https://hh.ru/vacancy/40303801?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22750.0,23900.0,руб.
Дворник/разнорабочий,Нижний Новгород,HH.RU,https://hh.ru/vacancy/41500055?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Уборщик/дворник,Ломоносов,HH.RU,https://hh.ru/vacancy/42832929?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,5000.0,41000.0,руб.
Уборщик / уборщица,Ростов-на-Дону,HH.RU,https://hh.ru/vacancy/42790141?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,30000.0,руб.
