name,city,source,link,min_salary,max_salary,currency
Уборщик производственных и служебных помещений,Шлиссельбург,HH.RU,https://hh.ru/vacancy/40613931?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик/Уборщица (Красносельский район),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41705932?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,3000.0,8000.0,руб.
Уборщик помещений,Красноярск,HH.RU,https://hh.ru/vacancy/42697024?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,23000.0,25000.0,руб.
Мойщик посуды/уборщик помещений,Кемерово,HH.RU,https://hh.ru/vacancy/42568246?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,21000.0,руб.
Уборщица/Уборщик (Мойщица/Мойщик посуды),Екатеринбург,HH.RU,https://hh.ru/vacancy/39373244?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,,руб.
Уборщик служебных помещений,Нижневартовск,HH.RU,https://hh.ru/vacancy/42790863?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
Уборщик офисных помещений,Владикавказ,HH.RU,https://hh.ru/vacancy/42824902?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,6000.0,,руб.
Уборщица-мойщица / уборщик-мойщик «Шоколадница» (м. Петровско-Разумовская),Москва,HH.RU,https://hh.ru/vacancy/42481986?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,,руб.
Уборщица/Уборщик (левый берег),Магнитогорск,HH.RU,https://hh.ru/vacancy/42872178?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16400.0,,руб.
Уборщик служебных помещений,Ярославль,HH.RU,https://hh.ru/vacancy/42806939?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12792.0,,руб.
Уборщик помещений,Люберцы,HH.RU,https://hh.ru/vacancy/40427571?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
Уборщица/Уборщик служебных помещений (техничка/техслужащий),Минск,HH.RU,https://hh.ru/vacancy/42644448?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42594833?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,21000.0,,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/38935327?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,43000.0,,руб.
Уборщик офисных помещений/техслужащая (техслужащий),Киров (Кировская область),HH.RU,https://hh.ru/vacancy/42623882?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,,руб.
Уборщица/уборщик на склад,Новокузнецк,HH.RU,https://hh.ru/vacancy/39289534?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Уборщик служебных помещений,Новосибирск,HH.RU,https://hh.ru/vacancy/42651375?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,15500.0,руб.
Уборщица/Уборщик,Домодедово,HH.RU,https://hh.ru/vacancy/42762148?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,40000.0,45000.0,руб.
Уборщица/Уборщик,Тюмень,HH.RU,https://hh.ru/vacancy/39198511?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,15000.0,руб.
Уборщик служебных помещений,Клин,HH.RU,https://hh.ru/vacancy/41081500?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
Уборщик / Уборщица ( Киевская ),Москва,HH.RU,https://hh.ru/vacancy/42386928?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,8000.0,,руб.
Дворник,Икша,HH.RU,https://hh.ru/vacancy/41981546?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,25000.0,руб.
Уборщик производственных и служебных помещений,Воронеж,HH.RU,https://hh.ru/vacancy/42886201?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,17000.0,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/42629549?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,35000.0,руб.
Уборщица (уборщик)/Клинер,Алматы,HH.RU,https://hh.ru/vacancy/42864449?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных помещений,Алатырь,HH.RU,https://hh.ru/vacancy/37386751?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,17000.0,,руб.
Уборщик служебных помещений,Тула,HH.RU,https://hh.ru/vacancy/42838844?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12792.0,12792.0,руб.
Дворник,Ярославль,HH.RU,https://hh.ru/vacancy/42651798?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10000.0,10000.0,руб.
Уборщик производственных и служебных помещений,Красноярск,HH.RU,https://hh.ru/vacancy/42753822?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,25000.0,руб.
Уборщик / Уборщица,Подольск (Московская область),HH.RU,https://hh.ru/vacancy/42232581?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,26000.0,,руб.
Дворник,Иркутск,HH.RU,https://hh.ru/vacancy/42256517?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
"Уборщик производственных и служебных помещений (ул. Ленина, 80)",Армавир,HH.RU,https://hh.ru/vacancy/42647460?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,11000.0,,руб.
Уборщица / уборщик,Москва,HH.RU,https://hh.ru/vacancy/42836753?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,18000.0,руб.
Уборщица/Уборщик Автосалона,Воронеж,HH.RU,https://hh.ru/vacancy/42823611?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Горничная,Алматы,HH.RU,https://hh.ru/vacancy/42420938?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,120000.0,120000.0,KZT
Уборщица / Уборщик,Чебоксары,HH.RU,https://hh.ru/vacancy/42707358?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10000.0,,руб.
Дворник,Москва,HH.RU,https://hh.ru/vacancy/41557760?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,35000.0,руб.
Уборщик / Уборщица (Сходненская),Москва,HH.RU,https://hh.ru/vacancy/42812089?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,8000.0,,руб.
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42736726?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,37000.0,,руб.
Уборщица / уборщик помещений,Иркутск,HH.RU,https://hh.ru/vacancy/41434728?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,22000.0,руб.
Дворник,Мытищи,HH.RU,https://hh.ru/vacancy/41924979?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,32000.0,,руб.
Горничная,Владимир,HH.RU,https://hh.ru/vacancy/40891906?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,30000.0,руб.
Уборщица/уборщик в офис,Иркутск,HH.RU,https://hh.ru/vacancy/42789560?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Уборщик / Уборщица (Коммунарка),Москва,HH.RU,https://hh.ru/vacancy/42386003?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,6000.0,,руб.
Уборщица / Уборщик офиса и производственных помещений,Волгоград,HH.RU,https://hh.ru/vacancy/41683328?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Уборщик,Воскресенск,HH.RU,https://hh.ru/vacancy/42809417?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,25000.0,руб.
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42461358?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,28000.0,,руб.
Уборщик производственных и служебных помещений,Тюмень,HH.RU,https://hh.ru/vacancy/39418969?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,14200.0,,руб.
Горничная,Казань,HH.RU,https://hh.ru/vacancy/42832900?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,27000.0,,руб.
Уборщик помещений,Барнаул,HH.RU,https://hh.ru/vacancy/42565651?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Уборщица / уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42437494?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,35000.0,руб.
Уборщица/уборщик (Спортивный кластер на Дамбе),Воронеж,HH.RU,https://hh.ru/vacancy/42688667?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,18000.0,руб.
Уборщица/уборщик выходного дня,Пермь,HH.RU,https://hh.ru/vacancy/42890503?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,5000.0,5000.0,руб.
Уборщица/уборщик помещений,Новокузнецк,HH.RU,https://hh.ru/vacancy/42791569?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,14000.0,,руб.
Администратор-горничная,Москва,HH.RU,https://hh.ru/vacancy/42764857?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,,руб.
Уборщица/уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42476087?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
"Дворник, подсобный рабочий",Ставрополь,HH.RU,https://hh.ru/vacancy/42723999?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,,руб.
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42365819?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,35000.0,40000.0,руб.
Уборщик / Уборщица,Ногинск,HH.RU,https://hh.ru/vacancy/41044835?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,,руб.
Уборщик служебных помещений,Новосибирск,HH.RU,https://hh.ru/vacancy/40994795?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Горничная,Барнаул,HH.RU,https://hh.ru/vacancy/41718163?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,21000.0,,руб.
Уборщик производственных и служебных помещений,Кировск (Ленинградская область),HH.RU,https://hh.ru/vacancy/40613930?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/Уборщик служебных помещений,Уфа,HH.RU,https://hh.ru/vacancy/42198764?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,15000.0,руб.
Уборщица/уборщик служебных помещений,Уфа,HH.RU,https://hh.ru/vacancy/41111229?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Уборщик производственных и служебных помещений,Новополоцк,HH.RU,https://hh.ru/vacancy/41592742?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик служебных помещений,Красногорск,HH.RU,https://hh.ru/vacancy/37193343?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,,руб.
Уборщик производственных и служебных помещений,Москва,HH.RU,https://hh.ru/vacancy/38565761?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,25000.0,руб.
Дворник,Набережные Челны,HH.RU,https://hh.ru/vacancy/41875318?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица / уборщик,Москва,HH.RU,https://hh.ru/vacancy/42781285?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,30000.0,руб.
Уборщик помещений,Барнаул,HH.RU,https://hh.ru/vacancy/41580176?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,14000.0,руб.
Уборщик/Уборщица торговых помещений,Томск,HH.RU,https://hh.ru/vacancy/39056338?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,24000.0,,руб.
Уборщик производственных и служебных помещений,Новосибирск,HH.RU,https://hh.ru/vacancy/41041487?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,19000.0,21000.0,руб.
Уборщица / уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42282557?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,27000.0,,руб.
Уборщик / Уборщица,Химки,HH.RU,https://hh.ru/vacancy/42874818?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,6000.0,,руб.
Уборщик служебных помещений,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41915166?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик (уборщица) производственных и служебных помещений,Самара,HH.RU,https://hh.ru/vacancy/41545860?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,21000.0,руб.
Уборщица - посудомойщица/Уборщик - посудомойщик (аэропорт Домодедово),Домодедово,HH.RU,https://hh.ru/vacancy/42875921?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик служебных помещений,Кострома,HH.RU,https://hh.ru/vacancy/39386424?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12792.0,12792.0,руб.
Уборщик производственных и служебных помещений,Киров (Кировская область),HH.RU,https://hh.ru/vacancy/41420327?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,21000.0,,руб.
Уборщик территории - дворник,Уфа,HH.RU,https://hh.ru/vacancy/42605443?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,55000.0,,руб.
Дворник,Самара,HH.RU,https://hh.ru/vacancy/40821378?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик (пляж),Витязево,HH.RU,https://hh.ru/vacancy/42482416?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик служебных помещений,Егорьевск,HH.RU,https://hh.ru/vacancy/42777569?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,,руб.
"Уборщица/уборщик (ст. м. ""Площадь Ленина"")",Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42588105?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,,руб.
Уборщик служебных помещений,Минск,HH.RU,https://hh.ru/vacancy/42873147?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,450.0,520.0,бел.руб.
Уборщица/Уборщик,Москва,HH.RU,https://hh.ru/vacancy/42504283?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12000.0,,руб.
Дворник,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42070295?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик служебных помещений,Королев,HH.RU,https://hh.ru/vacancy/42833045?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,30000.0,руб.
Уборщик офисных помещений,Домодедово,HH.RU,https://hh.ru/vacancy/42782191?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42765608?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13600.0,,руб.
Уборщик производственных и служебных помещений,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41721947?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик/Уборщица (Калининский район),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/40606497?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,3000.0,10000.0,руб.
Уборщица/уборщик офисных и производственных помещений,Екатеринбург,HH.RU,https://hh.ru/vacancy/42413799?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,20000.0,руб.
Уборщик/уборщица служебных помещений,Екатеринбург,HH.RU,https://hh.ru/vacancy/42340127?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,,руб.
Уборщик помещений,Москва,HH.RU,https://hh.ru/vacancy/42265692?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных и служебных помещений,Иркутск,HH.RU,https://hh.ru/vacancy/42872103?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик производственных помещений,Зеленодольск (Республика Татарстан),HH.RU,https://hh.ru/vacancy/42660590?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,,руб.
Дворник,Владикавказ,HH.RU,https://hh.ru/vacancy/41427685?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/Уборщик,Барнаул,HH.RU,https://hh.ru/vacancy/41915785?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,19800.0,19800.0,руб.
Уборщик / Уборщица ( Алтуфьево),Москва,HH.RU,https://hh.ru/vacancy/42775255?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,8000.0,,руб.
Уборщица/Уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41155177?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13000.0,20000.0,руб.
"Уборщица/Уборщик в офис в БЦ ""Москва""",Воронеж,HH.RU,https://hh.ru/vacancy/42578700?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,11000.0,18000.0,руб.
Уборщик служебных помещений,Улан-Удэ,HH.RU,https://hh.ru/vacancy/41757685?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщица/уборщик,Тольятти,HH.RU,https://hh.ru/vacancy/42503595?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,10000.0,10000.0,руб.
Горничная,Сочи,HH.RU,https://hh.ru/vacancy/42570808?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,25000.0,30000.0,руб.
Уборщик/Уборщица (Адмиралтейский район),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/41705670?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,4000.0,8000.0,руб.
Уборщик / Уборщица ( Аэропорт ),Москва,HH.RU,https://hh.ru/vacancy/42386640?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,8000.0,,руб.
Мойщица-уборщица/Мойщик-уборщик (пр-т Ленина),Томск,HH.RU,https://hh.ru/vacancy/42467124?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,19950.0,,руб.
Уборщица/Уборщик в офис (район Пионерский),Екатеринбург,HH.RU,https://hh.ru/vacancy/42258993?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22250.0,22250.0,руб.
Дворник-разнорабочий,Кемерово,HH.RU,https://hh.ru/vacancy/42719109?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
Дворник,Брянск,HH.RU,https://hh.ru/vacancy/42597714?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20280.0,20280.0,руб.
Дворник в паркинг,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42776646?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,30000.0,руб.
Горничная,Воронеж,HH.RU,https://hh.ru/vacancy/40449346?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,27000.0,руб.
Уборщица/уборщик,Липецк,HH.RU,https://hh.ru/vacancy/42330694?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,15000.0,руб.
Уборщица,Москва,HH.RU,https://hh.ru/vacancy/42891077?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщик,Москва,HH.RU,https://hh.ru/vacancy/42887278?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,27000.0,27000.0,руб.
Уборщица/уборщик,Киров (Кировская область),HH.RU,https://hh.ru/vacancy/42691753?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщик производственных помещений,Омск,HH.RU,https://hh.ru/vacancy/42171880?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,17000.0,,руб.
Уборщик,Бийск,HH.RU,https://hh.ru/vacancy/42862253?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,13200.0,18000.0,руб.
Уборщица/Уборщик (вечер),Москва,HH.RU,https://hh.ru/vacancy/42254041?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,26000.0,26000.0,руб.
Уборщик помещений в РКБ,Казань,HH.RU,https://hh.ru/vacancy/42243654?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16500.0,19800.0,руб.
Уборщица/уборщик,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/39897851?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,43200.0,,руб.
Горничная,Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42203739?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/уборщик,Котельники,HH.RU,https://hh.ru/vacancy/42541228?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,30000.0,руб.
Горничная,Тула,HH.RU,https://hh.ru/vacancy/39893304?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,30000.0,,руб.
Уборщик (дер. Лешино),Чехов,HH.RU,https://hh.ru/vacancy/42521865?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,35500.0,руб.
Уборщица/Уборщик (пос Солнечный),Омск,HH.RU,https://hh.ru/vacancy/41067736?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15600.0,15600.0,руб.
Уборщик производственных и служебных помещений,Череповец,HH.RU,https://hh.ru/vacancy/42744109?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Дворник/Разнорабочий,Рамонь,HH.RU,https://hh.ru/vacancy/41633586?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,15000.0,,руб.
Уборщик / Уборщица,Красногорск,HH.RU,https://hh.ru/vacancy/42395120?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,6000.0,,руб.
Уборщица/уборщик в офис,Нижний Новгород,HH.RU,https://hh.ru/vacancy/42779746?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,18300.0,руб.
Уборщица/уборщик послеремонтной уборки,Ярославль,HH.RU,https://hh.ru/vacancy/39983316?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,20000.0,20000.0,руб.
Уборщица/Уборщик в офис,Москва,HH.RU,https://hh.ru/vacancy/42711964?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/уборщик служебных помещений,Таганрог,HH.RU,https://hh.ru/vacancy/41728953?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,12720.0,12720.0,руб.
Дворник,Рязань,HH.RU,https://hh.ru/vacancy/42653089?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,22000.0,,руб.
Уборщица (уборщик)/Клинер,Нур-Султан,HH.RU,https://hh.ru/vacancy/42830549?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица/Уборщик служебных помещений,Калининград,HH.RU,https://hh.ru/vacancy/42579477?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,,
Уборщица / Уборщик,Екатеринбург,HH.RU,https://hh.ru/vacancy/42827859?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,32400.0,,руб.
Дворник,Минск,HH.RU,https://hh.ru/vacancy/42172856?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,,500.0,бел.руб.
Уборщица/уборщик (Пионерская/Черная речка),Санкт-Петербург,HH.RU,https://hh.ru/vacancy/42114603?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,28000.0,30000.0,руб.
Уборщик служебных помещений,Воронеж,HH.RU,https://hh.ru/vacancy/42779577?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,18000.0,,руб.
"Уборщица/Уборщик в офис в БЦ ""Москва""",Воронеж,HH.RU,https://hh.ru/vacancy/42578700?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,11000.0,18000.0,руб.
Уборщик посуды,Ярославль,HH.RU,https://hh.ru/vacancy/37633773?query=%D0%B4%D0%B2%D0%BE%D1%80%D0%BD%D0%B8%D0%BA,16000.0,,руб.
